サクサク
['\u3000ログオン画面が表示される。ここまで来ればサクサクだ。すぐにパスを入力し、インターネットを開く。それから検索窓を二秒くらい見つめて、入力。こういうときは思いついたまま本能のままに入力するのがいいのだ。']
