むくむく,じわじわ,もろもろ,そわそわ,ぐらぐら,ごろごろ,ぐだぐだ
['\u3000おれにとっては、娘のような年齢の子どもだったが、久しぶりに感じる女性という気配に、むくむくとよからぬ妄想が膨らんできた。'],['\u3000でもさ。人間誰もが歳はとるわけだから、ぱちんこの球がだんだん減っていくのと同じで、絶望がじわじわと押し寄せてくるんだ。'],['『だからですよ。あなたは――んー。こりゃひどい。４４歳。両親は認知症。派遣社員。月給１５万。夜勤をして１７万円程度。家賃その他もろもろを差し引いたら、月の可処分所得は２万円程度。妙にぷらいどが高いせいで友人もいない。彼女もいない。２０歳の頃から３０歳の頃まで引きこもりだったせいで、ろくな資格もお持ちでない。絵に描いたような失敗の人生ですね』'],['\u3000気の弱そうな中学性くらいの少年が一度おれの家のぽすとにそわそわしながら突っ込んでいたときにたまたま遭遇したんで、声をかけたことがある。'],['\u3000ぐらぐらと目の前が煮立つような怒りを覚える。'],['\u3000派遣の仕事は休みで、おれは家でごろごろしていた。'],['\u3000で、いべんとをぐだぐだ適当に探していたおれの目に移ったのは、『くえすちょんぶっくまーく』という、いろんなねたを匿名で書きこむさいとだった。']
