ハッキリ,タップリ,キログラ,キーワー,サクラン,ブラウザ,カップル,キーボー,ワイトボ,スーパー,ギョロギョ,コンチク,シャーピチャ,キロメー,タッパー
1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
