すっかり,すること,さくめー,くようだ,ことだっ,はっきり,しながら,つけてく,もりがち,ことぐら,ころから,しなかっ,からこそ,きーわー,うとする,しなとこ,きらめた,だったら,からくす,しなこと,ぐっしょり,くっきり,もわから,たぶらん,とっくに,からかた
1,3,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
