ころから,すっかり,ぶらんぶら,するから,てかけら,がしたか,きゃっする,かったら
['\u3000隙間から鮮血が滴り落ちているところから、近藤がどうなったのかと、想像はできたけれど。'],['\u3000埃を被った白いぼーるとか、人体切断まじっくで使うような大きな箱に錆びた剣とか、大きな盥と同じさいずのしゃぼん玉を作る器具とか、すっかり曇って映りのよくない等身大の鏡とか、造花に鳩の模型などがあったのは、覚えています。'],['\u3000持ち上げられた血塗れの首が、皮一枚で繋がって、ぶらんぶらんと揺れていた。'],['\u3000僕は、肝試しするから来いよっ！\u3000て、どりーむらんどに無理矢理連れて行かれて……置いていかれたので……一人で帰宅しました。'],['\u3000埃を被った髑髏を手に取ってみたり、立てかけられた棺桶の中に、鋭い針が無数に植え付けられている様子を興味深げに覗き込んでみたり。'],['\u3000声がしたから。'],"['\u3000一応、どりーむきゃっするの地上へ向かう出口で一時間は待ちました。', '\u3000どりーむきゃっするの隠された拷問部屋を探すぞって、先を歩かされて、地下へ行ったんです。']",['\u3000誰かが、僕を探しに来た時、そこにいなかったら。']
