ポタポタ,ギリギリ,ボコボコ
['\u3000食料も水も残りわずかで、外を見れば屍が血をポタポタとアスファルトに垂らしながら歩いている。自分は足に障害を抱えていてまともに外にも出られない。飢えて死ぬか、奴らの飢えを満たして死ぬかを選択しろと神様が言っている。'],['\u3000当時の僕は引きこもりだった。日本では珍しくない、どこにでもいる一般的な引きこもりだ。外部からの干渉を遮断して生きていたけど、ネット上だけでは繋がっていて、ある意味それがあったからこそ人間らしさをギリギリ保っていられたわけで、同時に完全な社会不適合者になった要因だった。'],['\u3000そこから先はよく覚えていない。なんだか怒号が周りで聞こえてみんなが半狂乱になって感染者をボコボコに殴っていた。']
