するぐら,ひっぱっ,かりだっ,すること,だったっ,ことだっ,うとしな,うようだ,はっきり,しながら,いらしく,ばたふら,がらもさ,もこうし,ことから,かりしな,ずかしく,ぱりくた,さっそく,さんきゅー,ついてか,つけてく,がたくさ,しなかっ,からこそ,かったど,わなかっ,うとさっ,からこん,ひたすら,いそうだ,うとする,かすごく,ふらする,じめから,がりこん,ことすら,わしてく,がしたど,もわから,からする,ぺちゃくちゃ,かってく,むしとく,ぎたかっ,かったか
1,1,1,5,2,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2
