きらきら,おろおろ,きゃーきゃー,ちびちび,ごくごく,にこにこ,ぺらぺら,にやにや,ちゃらちゃら,こそこそ,もしゃもしゃ,ふわふわ
['\u3000わにに似てる顔しているんだけど、流線型で、鱗がきらきら光っててさ。\n'],['\u3000でっぷりと太った支配人さんにも、最初旦那さんはくってかかり、奥さんはおろおろしながら泣きそうな表情で訴えていた。\n'],['\u3000さっきからやたらときゃーきゃーうるさくて、仕事に集中できないんだ。\n'],['\u3000そう言ったかやねは酒に弱いので、対照的にちびちびと飲んでいる。\n'],['\u3000ごくごく普通の、よくある話に尾ひれがついて噂になっただけだ」\n'],['\u3000かやねがにこにこ顔で、らみに確認する。\n'],['\u3000としは、急にぺらぺらと話し始めた。\n'],['\u3000かやねは、にやにやとしながら話しだした。\n'],['\u3000その途端、いつもちゃらちゃらしているとしが、妙に浮かない顔をした。\n'],['\u3000私は声を少し落として、こそこそと話しだした。\n'],['\u3000夏なのに、もしゃもしゃした茶色い毛皮の靴下を履いていたの」\n'],['\u3000風船がくくりつけられた、大きめのふわふわしたてでぃべあだった。\n']
