すっかり,すること,でぶつか,ことする,だったっ,がったら,くすぐっ,からがら,ことだっ,うとしな,ことばっ,おどけた,はっきり,どかしく,しながら,きくはき,こちぶつ,ことしば,からだっ,ずかしく,もこちら,さっぱり,つけてく,うしたら,ころから,しなかっ,ぶつかっ,ころだっ,からこそ,じたかっ,とこちら,ぽっとっ,こそごみ,わなかっ,がりだっ,べりする,からこん,くどちら,うとする,たらしく,ぽっかり,するから,だったか,だったら,ぺっとぼ,うるさく,ことしな,こんきー,かってく,たっぷり,じところ,うところ,ぶりだっ,かったか,じくすっ
2,8,1,2,3,1,2,1,5,2,2,1,8,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,1,1,1,4,1,1,1,1,5,1,1,1,4,3,1,1,2,1,3,2,1,2,1,5,1
