ぼろぼろ,がたがた
['\u3000ぼろぼろの女子高生のせーらー服らしきもの着ている異形が、席に座っていたのだ。'],['\u3000そしてがたがたと大げさなほど震え、崩れ落ちるようにその場にへたり込んだ。']
