もわかっ,すっかり,すること,うとしな,くさくっ,のしばら,ぐちゃぐち,にこうし,くっとこ,はっきり,しながら,どくさく,こともそ,さんぐら,いらだっ,たどあは,よろしく,よろめき,さっぱり,がりとぼ,わなくね,へっぴり,にこびり,ちかけら,くさいが,べたかっ,けっこう,はためら,わなかっ,さーがつ,もわめき,ごとだっ,くっつけ,もじゃけっ,きらめた,きーはき,かったら,ぐずつい,はらわた,だったら,めきだっ,じめつけ,ふがふら,もわから,ついたか,とこぴー,ぶつけた,めたかっ,うところ,かったか
1,3,1,1,1,2,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
