バラバラ,キラキラ,イライラ,ニヤニヤ
"['\u3000その瞬間、俺の中でバラバラだったパズルのピースが、組み上げられてひとつの形を作ったかのように、くっきりとわかった。\n', '\u3000バラバラにして切り刻んで、何度も何度も剣を突き立てる。\n']",['\u3000真ん中には小さな泉がこんこんと湧き出ていて、澄んだ水面がキラキラと光を浴びて輝く。\n'],['\u3000王女の抗議の声をあげ、イライラと小指の爪先を噛む。\n'],['\u3000悪夢のカラクリを語る王子は、楽しそうにニヤニヤしている。\n']
