サラサラ,ボリボリ,ギラギラ,パリパリ,ヨロヨロ
['\u3000肩まで切りそろえたサラサラの黒髪。前髪を軽く縛り、後ろに流していた。'],['\u3000ボリボリと奥歯で骨を砕く先輩を横に、呆然と皿を見下ろしたまま動けない。'],['\u3000ギラギラとした緑の瞳に、とがり始めた細い顎。'],['「最近の若者は、原料の分からないものしか食べていない。粉にして甘味をぶち込んだだけの菓子パン。元の肉が分からないハンバーグの肉。むしろパリパリ野菜サラダの外見にまで加工しないと食べれないなどと、嘆かわしい限りではないか」'],['\u3000ヨロヨロと足を乱しながら、僕は工場に向かった。']
