すること,ことだっ,けたとこ,めらがつ,さんがた,からもじ,すっごく,にこちら,みしめた,はっきり,しながら,いらしく,いじくら,ふらぐじゃ,かっぷら,からだっ,からかっ,よろしく,がたくさ,うしたら,のろぐい,からこそ,とこちら,ばらくす,けっこう,わなかっ,ずらしな,いそうだ,ことがば,すっこん,くっつけ,うとする,かたずけ,びくつい,ついたっ,さんから,たっぱー,からけた,だったか,だったら,ふらぐっ,ふらぐだ,めちゃくちゃ,かすなよ,ねとうね,からのめ,かららん,さっくに,からしば,ぶりだっ,かったか
1,1,1,1,1,1,1,1,1,1,6,1,1,1,2,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3
