すっかり,すること,ことする,ばさくさ,しながら,げーむし,からだっ,かたたた,よろしく,ついさっ,するから,だったか,だったら,へっどぼ,ばっしゃー,きーぼー
1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3
