しとしと,ぺたぺた,じろじろ,ばたばた,ずらずら,ばらばら
['\u3000傘はもちろんまだそこにあった。少し弱まった雨はまだしとしとと降り続けている。\n'],['\u3000すりっぱ履きのままぺたぺたと足音を響かせて二階に上がってみるが、そこにも人の気配はない。首をひねりながら再び降りて来てみると、にわかに雨音が大きくなった。玄関の外はもう水浸しで、傘なしでは到底歩けないような土砂降りだった。\n'],['\u3000少しためらった様子があり、一呼吸おいて眼鏡をかけた白髪頭のお爺さんがどあを開けた。不審そうな目でじろじろと僕の頭のてっぺんから足の先まで見回し、きゅっと眉をしかめた。\n'],['\u3000中年の女性は尻もちをついたまま、まるで何かを追い払おうとするかのように足をばたばたと動かしていた。駅員が呼ばれてきて彼女を助け起こし、人混みが元通りになった。\n'],['\u3000検索えんじんにもう一回、今度は「傘\u3000長い髪の女\u3000うわさ」と打ち込んだ。ほんのわずかなたいむらぐの後、ずらずらと検索結果が表示される――９４２００件。意外と多い。\n'],['\u3000近所のこんびにまで出かけようと身支度をして玄関を出る。どあを施錠したその途端に――ばらばらと音を立てて、にわかに大粒の雨が降り出した。\n']
