もわかっ,すっかり,めらいが,すること,たっくす,だったっ,からがら,ことだっ,だったた,むかつい,からすっ,たらから,ばっかり,にこちら,くらいじ,はっきり,しながら,すっきり,こんぷり,ことかっ,するなよ,きろうと,きりわい,てけぼり,かったた,こうから,くだから,ずかしく,ばただっ,ぶつかり,よろしく,からぷら,ばしてく,さっぱり,がたくさ,うしたら,ころから,しなかっ,ぶつかっ,ついさっ,いらつい,からこそ,びくしな,ばらくす,しゃーから,わなかっ,のこぴー,かっこう,からこん,ちらへと,こうへと,わいぱー,たらさら,もそこそ,ことこそ,からぱっ,ばっちり,きらめた,のしどき,かったら,さんから,ふさわし,するから,けたこと,いらつか,だったか,だったら,くっきり,さーちら,うるさく,めちゃくちゃ,かっぷる,だらしな,ついたか,もりだっ,ちらもご,おたくさ,たっきり,かってく,からすた,たっぷり,からつい,さんのこ,がっかり,ことだら,がらぶつ,うところ,ひくつか,まじすか,かったか
1,3,1,8,1,1,1,2,1,1,3,1,4,1,1,1,11,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,3,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,6,5,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,5
