ペットボ,ハッキリ,サバゲー,ガッチリ,バッチリ,クスドー,ワイトボ,スーパー,ガラクタ,カラフル,グチャグチ,ガッハッ,サッパリ
1,1,2,1,3,1,1,2,1,1,1,1,1
