ことがた,がびくっ,さくらん,すること,しゃーぴち,ことだっ,うとしな,きろぐら,じろうと,ぎたころ,めたのさ,いがする,くったっ,かったじ,くっつい,ばっかり,たらまじ,はっきり,しながら,うろうと,にたくさ,もこうし,げたかっ,がみこん,こうから,ずかしく,くすへと,さっぱり,つけてく,とぼけた,がたくさ,こぽこと,ころから,しなかっ,ぶりつい,こりする,ばっくす,ころだっ,こんちく,ぶらうざ,がってか,すーぱー,わいとぼ,たらべた,げたこと,ゆるおー,びりする,わなかっ,しくすた,てらぶら,しないが,いそうだ,はたくさ,むらから,きーわー,もそもこ,ころへと,ことがば,ことくら,からちら,さんこん,うとする,ぎたくら,ぽっかり,もそこそ,かったら,とくから,たっぱー,わたしと,ばっくに,からぽこ,くにうろ,じゃーさん,だったか,だったら,こそうと,さんくさ,からずっ,かっぷる,きろめー,くつもり,するくら,がじわー,かってく,にやする,もたくさ,するかっ,からのめ,ぎょろぎょ,きーぼー,とっくに,かすこと,かったか
1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,2,1,1,5,1,3,2,1,3,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,1,3,1,1,1,1,1,1,1,3,1,6,1,1,1,4,1,1,1,1,1,1,1,3,11,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,13
