すること,だったっ,がしてく,くっつい,はっきり,しながら,するふら,てかけた,しなかっ,くさぼて,じりから,うとする,まじきち,のさぼて,だったら,たらきちん,かってく,うろつい
2,1,1,1,1,2,1,1,1,1,1,5,1,1,2,1,1,1
