ハッキリ,タップリ,トップク,スッキリ,スカウト,ハッピー,カップル,パッチリ,カラフル,サンキュー,ゴキブリ,ピリオド,コンサー,ムズアップ
6,1,2,1,2,1,6,1,1,2,1,1,1,2
