ガッチリ,プリゲー,スイカサ
['剛ほどではないとは言え、ガッチリとした体格の柔道部主将の先輩の言葉に、とりあえず笑いは返しておく。恋人関係に絶対にならない美人との通学、それはそれで辛いものがあるのだが、そう言えば単なる贅沢だと言われるだろうから黙っておく。'],['もっとも、遊んでるわけじゃないというのは嘘だが。剛は朱里が勉強が一息つくたびにアプリゲームをしていることをよく知っている。'],['名前は桃なのにスイカサイズのその胸。']
