ハッキリ,トップク,チョコカッ,キーワー,ヘッドロ,カップス,ブラウザ,キーボー,バッチリ,パキポキ,トースタ,クッキー,チョコホイ,スクラン,スーパー,ランコロン,ブーメラ,プリクラ,スーツケ,モリパー,タッパー,サンキュー,ケットボ,コンプリ,コンサー
1,2,9,2,3,1,1,31,1,1,14,3,1,2,46,2,1,9,1,1,59,1,1,1,1
