ひそひそ,すらすら,どきどき,そろそろ,ぐいぐい
['\u3000玄関口を出た私たちに待ち受けていた試練は、ひそひそ話でした。'],['\u3000それがどらまのひろいんみたいにすらすらと言葉が出てくる。'],['\u3000どきどき、としているのだろう。西園寺君の緊張が伝わってくる。'],"['「ごめん！\u3000でもそろそろ一学期も終わるじゃないか。夏休み前に、どうしても恋人になりたくて」', '「あ、ちゃいむだ。そろそろ教室に戻ろう」']",['\u3000えぇ、この人顔に似合わずぐいぐいくるぅ……。']
