ペットボ,カラコン,スタグラ,スタキロ,コントロ,トークイ,ランペッ,ガッチリ,スッキリ,スカウト,コンクー,キーボー,バッチリ,クッキー,ホッゴホ,スーパー,ガチャガチ,トッパー,コンプリ,コンサー,ドームシ,ジタブル
1,1,3,1,3,2,1,1,1,1,2,1,1,1,1,3,1,3,1,2,1,2
