こんこん,すらすら,どきどき,きょろきょろ,ぱちぱち,にこにこ,そろそろ,こそこそ
[' そう思い俺が本棚に手を伸ばしたその時、こんこんとどあをのっくする音が聞こえて俺は動きを止めてどあの方を見る。\n'],[' そう言われて差し出された用紙を雫が受け取り、自分の名前をすらすらっと書いていく。\n'],[' うん、俺が我慢すれば良いだけなのだと自分に言い聞かせて、気を紛らわすように操作ぱねるを手に取り曲を入力していく。隣に俺より内心どきどきしてる人物がいる事を知らずに。\n'],['だけど、まだ少し空気が冷たいかな...なんて考えながらいつもの通学路を歩いていると、道をきょろきょろを見回しては首を傾げる顔は位置的に見えないけど１人の女の子が居た。てか、あの制服ってうちの高校と同じか...とりあえず声かけてみるか。\n'],[' とりあえず、一曲を歌い終えてまいくのすいっちを切る。隣では次に歌う曲を入れ終えて俺の歌を聴いていた雫がぱちぱちぱちと小さく拍手をしていた。その間にも、画面には79点と得点が表示される。\n'],"['は！？え、なんでこんなににこにこしてるの！？いや、少しにやけも入ってる？学校でいい事でもあったのか？\n', '「さっきからにこにこしてるけどいい事でもあったのか？」\n']","['ん？そろそろいい時間かな\n', ' そう言われて、手元にある最後の一着を雫に渡す。......そろそろかな。\n', '「あ、なったからそろそろ席戻るわ」\n', '「先輩、そろそろお昼なんてどうでしょう？」\n']",['「てか、お前昨日こそこそ見てたから知ってるだろ？」\n']
