きりくしゃ,けたから,ことくら,しこのこ,のことっ,がらかす,ことさや,はっきり,うとぼこ,おーどぶ,むしゃくしゃ,ぱらめー,うとする,がらさや,やわかり,からとっ,よろしく,しなめた,こともそ,しながら,ちらこそ,ことごと,もそこそ,ばらすか,からさん,うところ,いがする,するから,うはずっ,からもわ,くださっ,ばっくに,ごきぶり,うようだ,だったら,からつい,がみつか,がらずっ,ことだっ,いらしく,にやしな,とっくす,かったじ,くっきー,だったか,こんとろ,いらする,がたくさ,すっかり,かっぷる,さんから,さんにや,だっつー,するなよ,さんのこ,がってく,べたこと,すっごく,すること,かりのこ,さんがさ,ずかしな,たらしく,しなかっ,ついさっ,さんはき,がしゃがし,しなこと,さやかさ,ぶつかっ,びかかっ,ことする,からのこ,ついてく,こともわ,からさっ,がりつい,からする,かったら,はたくさ,わなかっ,わなくっ,かったか,うとしな,つかすご,ことしな,ふらつい,わないが,ぶつかり,かってく,いそうだ,こしてく,わしもそ
1,1,1,1,2,1,1,3,1,1,1,1,3,1,1,2,1,2,1,4,1,2,1,1,1,1,3,1,1,1,1,1,1,1,5,1,1,1,2,1,1,2,3,3,2,2,1,2,1,6,2,1,1,1,1,1,2,1,5,1,1,1,2,1,1,2,1,1,115,2,1,1,1,3,1,2,1,1,3,2,3,1,4,1,1,1,1,1,2,1,4,2,1
