うとさっ,ぱっちり,ちらとこ,ことくら,ぴしゃのた,うとこん,かっこつ,からきょろ,にこしな,はっきり,ぎりのた,うとする,よろしく,ずかしく,しながら,ざわつい,ちらこそ,がぶつか,するから,がらぶす,さっそく,けたこと,にこちら,だったら,からだっ,からつい,からすっ,ことだっ,からどく,めたころ,こそうと,かったじ,まろうと,ことぐら,うよしと,うだから,へとうろ,ころだっ,だったた,がしかっ,どきしな,だったか,つけたら,むしさん,がたくさ,すっかり,すーぱー,かっぷる,さんから,くらすか,もやめた,さんのこ,がってく,すっごく,すること,しくする,がらもこ,つけてく,たらしく,ちらもこ,ばっかり,ばしてか,にただぼ,ひそのこ,いがたか,かりにこ,ぐっとこ,からぱー,もりだっ,くだしな,ぶつかっ,もわから,ことする,ひたすら,めちゃくちゃ,からかっ,ほっぺた,ころから,とこちら,かったら,はたくさ,わなかっ,たらうざ,かったか,うとしな,ついたじ,からこう,わないが,うしたら,いそうだ,こしてく
1,2,1,1,1,1,1,1,1,4,1,3,2,2,10,1,1,1,1,1,1,1,3,10,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,5,2,1,2,1,1,1,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,4,1,2,1,5,1,1,1,1,3,1,2
