コンピュー,コントロ,キャーカッ,カップラ,クラサク,コロンブス,キーワー,ホットコ,サングラ,ゴミムシ,ボクサー,カップル,ノーコン,クッキー,パカブラ,フットー,スーパー,ゴミカス,プリンプリ,ウジムシ,プリクラ,ヘッドバ,ブラジャー,ケットボ,サンドバ,ムズアップ
1,4,1,1,1,1,1,1,3,4,1,5,1,8,1,1,4,1,1,1,7,1,1,1,2,4
