たらこう,がったか,さんとこ,かったた,くだから,ぶちのめ,ぷるじゅー,たらきり,もこのめ,じたしね,おいたら,ついふっ,するとこ,ばらくす,さんきゅー,はっきり,からもこ,めたこと,こちから,うとする,ごとくに,よろしく,ずかしく,からぺっ,しながら,ちらこそ,にこのこ,からはた,はらしく,するから,おいしく,さっそく,ぐらかさ,ことはた,ばくする,がらもそ,もだから,だったら,からだっ,がみつか,からうき,どしんどか,ぷるたぶ,さくがっ,ことだっ,いらしく,ばってく,うしがら,こそうと,くいこと,かったじ,しくびし,ことぐら,じゃーさん,さんのそ,うだから,ころだっ,ぐりこん,だったか,すっかり,かっぷる,だったっ,おいてく,さんから,こうから,もわかっ,するなよ,さんのこ,もしゃべろ,いがすご,こうする,かりから,べたこと,もそのこ,さんもそ,すること,さんがし,かりのこ,つけてく,さんがさ,がらさら,のさばさ,ぱりすご,すっぽり,ひっきり,めちゃうし,がみつい,すくから,さんがや,すごかっ,すーつけ,くだしお,らんくい,ぱーくに,ついてく,ひたすら,もじしな,めちゃくちゃ,かったっ,ころから,がくすっ,からこそ,かったら,ぱりこう,ほっとこ,ばしてく,かつだっ,はたくさ,ふさわし,かったか,うとしな,さらだだ,からこう,さんだっ,はたから,うしたら,かってく
1,1,1,1,1,1,2,2,1,1,1,1,3,2,1,2,1,1,1,25,1,4,2,1,14,1,1,1,1,1,1,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1,2,15,1,1,1,5,1,1,1,1,1,1,1,7,1,1,1,1,1,1,2,3,1,1,3,1,2,1,4,1,1,1,2,1,1,2,1,4,1,1,6,1,1,1,1,2,1,8,3,1,1,3,1,2,4
