ヒラヒラ,ビリビリ,ポカポカ,バクバク,キョロキョロ,パラパラ,モヤモヤ,ツイツイ,ポリポリ,ガラガラ,ガタガタ,パタパタ,スースー,ウキウキ
['鏡花も綾女に気づくとヒラヒラと手を振った。\n'],['中身を気にしながらビリビリと開ける。そしてそこから出てきたのは、一枚の手紙とペアの旅行券だった。\n'],"['怒った綾女が俺の胸をポカポカと叩く。でも、なぜか不思議と痛くない。\n', '綾女にポカポカと胸を叩かれながら俺は目の前にあった時計塔を見た。\n']","['心臓がバクバクする。\n', '山川さんがなかなか話してくれないのでどんどん緊張してくる。心臓なんて山川さんに聞こえてしまうんじゃないかっていうくらいバクバクだ。\n']",['「お兄ちゃん、何キョロキョロしてるの。早く撮るからこっちを向いて」\n'],"['例の雑誌をパラパラとめくり、あるページを開ける。そしてそこに載っていたのは今目の前にいる少女と瓜二つの吉良綾女。俺はそれでも信じられず写真と目の前の山川さんを交互に何度も見た。\n', 'そしてパラパラとめくり、今日の日付の欄を俺に見せた。\n']",['その時、綾女の中にあったモヤモヤが一気に晴れるように合点がいった。\n'],['そこで、綾女が俺の袖をツイツイッと引っ張る。\n'],['少し恥ずかしそうに頭をポリポリと掻く昴。そこで、綾女はあることを思い出す。\n'],['ガラガラ\n'],['たぶん脚はガタガタに震えているんだろう。\n'],['するとそこへ下敷きをうちわのようにパタパタと仰ぎながら海音がやってきた。\n'],['俺はちらっとあきら君を窺った。あきら君からはいまだスースーと規則正しい寝息が聞こえてきた。どうやらまだ夢の中のようだ。\n'],['さっきからウキウキが止まらない様子の綾女。\n']
