コントロ,トップク,スカウト,ハッピー,カップル,バッチリ,スーパー,ガチムチ,ブーメラ,ブルピー,ブラジャー,ゴキブリ,スイメー
1,1,2,1,13,1,6,1,1,2,1,1,1
