コンポコ,リュートロ,ハッキリ,フルコン,ジタバタ,コントロ,ランカラ,サングラ,ガッチリ,スッキリ,ツルペタ,ハッピー,タッタカ,カップル,ダダダッ,ブラコン,クッキー,スーパー,ノコギリ,ランコロン,メチャクチャ,ガッカリ,スッパー,ブルンブル,サッパリ,ピースタ,ブラジャー,ポッカリ
1,2,4,4,3,1,1,2,1,3,1,1,1,1,3,1,15,1,6,2,1,1,3,1,3,1,1,3
