ジメオー,ハッキリ,ガランガラ,コントロ,ブラザー,サングラ,ハッピー,カップル,カキフラ,フットー,スーパー,ジリスク,カリグラ,カラフル,グイニコ,ブルピー,ノープラ,クスカリ,サンキュー,カタブツ,トップス,ズッキー
1,1,1,3,5,1,3,5,1,1,7,1,1,1,1,1,2,1,1,1,1,1
