カタコト,ハッキリ,バタフラ,トップク,ガッチリ,スッキリ,フルスイ,ハッピー,ボクサー,カップル,ワーアップ,バッチリ,ブカワイ,スーパー,ジャーキー,ガッカリ,ブラジャー
1,2,1,1,1,2,1,1,1,12,1,1,1,5,5,2,1
