ノードク,バタフラ,モジャモジ,キーワー,ホットコ,スッキリ,キーパー,ハッピー,クスサン,ヨロシク,クッキー,グスクー,スーパー,チリンチリ,グチャグチ,メチャクチャ,サンキュー,ケットボ
1,1,1,1,4,1,3,1,2,6,4,1,2,2,1,15,2,1
