のそのそ,ぎりぎり,そわそわ,きょろきょろ,がさがさ,どたどた,そろそろ
['\u3000そのまま立ち上がり、のそのそと部屋を後にする。\n'],['\u3000七海は、俺らよりさらに３０分くらい遠い学校に通っているのだが、起きる時刻から家を出る時刻まで、間に合うぎりぎりを攻めているので、余裕を持って学校に行く俺らと家を出る時刻はたいそう変わらない。\n'],['\u3000そわそわしてみたり、動きを止めてみたり。\n'],['\u3000紗奈は周りをきょろきょろと見回した。\n'],['\u3000聞こえはしないが、がさがさと音をたてていることだろう。\n'],['\u3000あいつは、いつものようにどたどたと家に上がってきて、真っ先に俺の部屋のどあを開ける。\n'],"['「じゃあ、私たちもそろそろ行こっか」\n', '「そろそろできそう？」\n', '\u3000そろそろ、学校へ行く準備をしなければ間に合わない時刻だ。\n']"
