ごみつい,からちら,くっつい,ぴーすか,くいおー,さんきゅー,はっきり,むかつい,がらのろ,うとする,わくしな,はきつか,しながら,うところ,するから,じめつけ,だったら,ことだっ,つーから,どーぼく,やわから,くすこと,だったた,だったか,すっかり,かっぷる,さんから,すること,ばっかり,こうぜー,からめー,しなかっ,からのび,ぼさだっ,ついてく,あははっ,めちゃくちゃ,ほっぺた,とこちら,からこそ,かったら,ことのし,わなかっ,さっぱり,かったか,からげー,ぶりだっ,いらつい
1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,1,3,1,2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,3,1,1,3,1,1,1,1
