ペットボ,ハッキリ,クスパッ,ガッチリ,グスタッ,カップル,ピークタ,バッチリ,ヨロシク,オタサー,ワーバラ,クッキー,カッチリ,サンプル,クスパフ,プルキー,ランプリ,ジャーキー,マジムカ,スッカス,ブーメラ,プリクラ,ノープラ,クラスカ,トロピカ,ピースタ,トロベリ,サンキュー,ケットボ,サンドバ,アップトー,ムズアップ
2,2,1,1,1,21,2,2,3,1,1,2,1,1,1,1,1,2,1,1,1,11,1,3,1,1,3,5,2,1,1,1
