ペットボ,ベロチュー,ハッキリ,ジタバタ,コントロ,サングラ,ボクサー,グスピリ,カップル,バッチリ,ブラコン,クッキー,スクラン,グチャグチ,メチャクチャ,ガッカリ,ノタウロ,サッパリ,モロコシ,ゴキブリ
4,1,11,2,1,1,1,2,5,4,4,1,5,1,2,1,1,2,1,1
