タタタッ,ハッキリ,ジタバタ,コントロ,トップク,ドーボク,キーワー,スッキリ,スカウト,カップル,クスサン,ワーアップ,バッチリ,トースタ,ガタンゴトン,サンオイ,コントー,クッキー,スクラン,スーパー,フルオー,パラメー,ランコロン,カラフル,ブーメラ,サッパリ,ピースタ,コンドー,サンキュー,コンパク,マジトー,ビシバシ,ドタバタ
1,35,1,1,2,1,2,9,1,19,1,1,5,1,1,9,1,5,1,3,1,1,1,1,1,1,4,1,3,1,1,1,1
