ジロジロ,パクパク,ニヤニヤ,チラチラ
['\u3000その女は腕を組んで、キツめの顔をツンと反らしながら、俺のことをジロジロと値踏みするような視線で眺めていた。'],"['\u3000園山は顔を真っ赤にしてパクパクと口を開けたり閉じたりしていた。', '\u3000口パクパクが3人になった。']",['\u3000チラリと教室の反対側に目を向けると、このメッセージを投稿したであろうグループが、こちらを見てニヤニヤと厭（いや）らしい笑みを浮かべていた'],['\u3000滅茶苦茶チラチラ見られているのは感じるが、知らんったら知らん。']
