バッカス,ドタバタ,ランクイ,コンピュー
['俺の視線の先にいたのは道路を挟んで向かいのスターバッカスコーヒーの店内からこちらを睨む｜楓《かえで》と｜香織《かおり》だった。\n'],['教室からドタバタと音がしてヒトリコラをしていた男子生徒が廊下に飛び出して来る。\n'],['おかげさまでジャンル別日間ランキング6位にランクインできました。\n'],['第1棟は職員室と科学室や物理室などの実験室やコンピュータールームなどがある建物だ。\n']
