ふっくら,ぱっちり,ざわめき,ついてか,うとする,よろしく,ずかしく,しながら,うところ,するから,しとくー,うるから,うろつか,はたいそ,さんもそ,すること,ばっくさ,しなかっ,もりだっ,くっつけ,こともわ,ころから,しないが,からこそ,かったら,さんはた,わなかっ,かったか,うとしな,かってく,いそうだ
1,2,1,1,1,4,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1
