ドクドク,ノロノロ,チャラチャラ
['ドクドク、と。'],['「告白されたいなんてノロノロやってたら、別の誰かに取られちまうぜ」'],['珍しく剛が先に気づき、明らかに困惑している少女をナンパしていた三人組のチャラチャラとした男。']
