けらけら,ひーひー,のろのろ,わくわく,どきどき,ぼさぼさ,ぺろぺろ,そろそろ,まじまじ,うきうき,ぼこぼこ
['\u3000急にけらけらと笑い出して、俺のほっぺをつねってくる結那に、内心俺は喜んでいた。'],['\u3000ひーひー言って目頭に珠の涙を浮かべていた。'],['\u3000ばかっぷるは肩を抱き合い、すきんしっぷを取りながらのろのろと歩く。'],"['「ふられて悲しいのに、明日が楽しみでわくわくもしてる。何なんだよ俺は」', '「あるところに、一人の女性がいました。その人にはとても楽しみな約束がありました。八年前、幼なじみと交わした――再開の約束です。ついにその日が訪れ、わくわくしながら待ち合わせに行きました。気合い入れすぎて、朝の六時から待っていたのです」']",['\u3000あれから八年、俺はどきどきと胸を高鳴らせ、幼なじみを待っていたのに。'],"['「焦ってきたから髪型とかぼさぼさだな……」', '\u3000俺はいつも髪ぼさぼさだったのか……。']",['\u3000からおけ帰り、俺たちは馴染みの公園でそふとくりーむをぺろぺろ舐める。'],"['「あー……そろそろ出ようぜ」', '「ばいと先の子の相談とかのってあげるの、俺そろそろやめようかな」']",['\u3000目の前で見せつけられる俺と結那はたまったもんじゃない。さりげなく横を確認すると、頬に紅を差し込んだ結那が、まじまじと見つめていた。'],['\u3000ただ、うきうきした気分にさせられたことは認めよう。'],['\u3000挑発に乗った俺は女相手に本気でかかっていき、わずか一分足らずでぼこぼこにされた。']
