らんこと,ぶちのめ,にこぽこ,ちらさん,がらくす,ぐらつい,さんきゅー,くだらん,だだしな,ちらから,うとする,くっきり,からとっ,よろしく,ずかしく,しながら,ことごと,ぶーさん,うところ,するから,さっそく,しくごほん,ことはた,にこちら,だったら,じたばた,おーとろ,からかす,まろうと,へっどろ,のそもそ,あわかっ,すっげー,つけたら,にこうし,たっぷり,すっかり,すーぱー,おいてく,さんから,ばきぼき,こうから,さんにこ,へとたど,するしな,こそだら,からのし,しわかっ,とっぷく,たらかっ,すること,ことから,かりがち,しくこほ,しなかっ,ぱらから,すくらん,こんぐら,だらしな,もわから,とくだら,ぱきぽき,たらふく,めちゃくちゃ,かったっ,うらぎり,こともわ,ころから,しないが,とこちら,するくら,からぽた,つかわし,かったら,かってか,ぱりこう,たらこん,わなかっ,さっぱり,かったか,どさくさ,まじでぶ,ことがた,ころかぽ,わないが,ぎゃーとく,かってく,いそうだ,こしてく
1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,16,1,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1
