ペットボ,カタコト,ハッキリ,ジースタ,バタフラ,ジタバタ,コントロ,ズタボロ,ペットク,サングラ,ガッチリ,スッキリ,プルメリ,ボクサー,カップル,ノーサン,ブラコン,ホッゲホ,フカメラ,スーパー,ムチケッ,ギョロギョ,プルキー,スクトッ,ブカメラ,スーツケ,ブルメー,トロピカ,ブラジャー,ゴキブリ,タッフル,ムズアップ
1,1,4,1,3,1,4,1,1,8,1,1,1,1,3,1,12,1,1,1,1,1,2,1,1,3,1,11,4,2,1,2
