ウジウジ,コンコン,コロコロ,キラキラ,ジロジロ,ジメジメ,イライラ,ガラガラ,ゴテゴテ,ソワソワ,ウキウキ
['「そうウジウジするなって。たしかに超絶望級の伸び代ではあるが、努力するのに越したことはねぇ。だろ？」\n'],"['コンコン、ガチャ\n', 'コンコン、ガチャ。\n']",['話題がコロコロ変わるなホント。\n'],['なんか脳内フィルター越しにキラキラが視える。\n'],['「むふふ、そんなにジロジロ見て、わたしの私服姿がそんなに良かったのかな〜？」\n'],['「まぁ、まだ暑くはないけど。でもそろそろジメジメーっとしてくる時期だよね。わたし蒸し暑いの苦手なんだよねー」\n'],['それとこいつの口調はイライラ効果を引き上げている。\n'],['それにしても、ガラガラのテントは妙に寂しいものだ。\n'],"['それはゴテゴテの少女漫画だった。\n', 'ゴテゴテすぎると有名な作品で、俺も少し読んだことある。\n']",['なるほど、俺と目が合ってからソワソワしていたのはそういうことか。\n'],['そんなどこかウキウキしている未亜の背中を見た由紀子はどこかチカラの抜けた笑顔で呟いた。\n']
