ケラケラ,ギトギト,シワシワ,ツーツー,ホカホカ,コンコン,ボキボキ,クチャクチャ,ゴチャゴチャ,ボコボコ,ニヤニヤ,ウキウキ
"['そう言ってケラケラ笑いながら「このあとこの金でゲーセン行くか？」などを話ながら翔太達は不良共は俺から遠ざかって行った。\n', '妹の小春はケラケラ笑いながらテレビを見ている。\n']",['晩御飯に肉と野菜炒めを作った時、油でギトギトで正直不味すぎて食べられなく、結局コンビニ弁当になった。\n'],"['洗濯機で回した服を干すのを忘れていて朝方に慌ててドライヤーをかけて乾かすと制服のカッターはシワシワになってしまった。慌ててアイロンを探しているうちに部屋はゴチャゴチャになってしまった。\n', '結局、アイロンは見当たらず、時間が来てしまいシワシワのカッターを着て学校に行った。\n']",['ツーツー「おかけになった電話番号は・・・・・・・」\n'],['メニューは肉じゃがと金平ごぼうとホカホカごはんと熱い味噌汁であった。\n'],['コンコン\n'],['翔太は拳を合わせボキボキと鳴らしながら達也に一歩づつ近づく。\n'],['服はそこらへんにまき散らしてあり、台所はクチャクチャでまるで強盗でも入ったのと間違うほどの荒れようである。\n'],['洗濯機で回した服を干すのを忘れていて朝方に慌ててドライヤーをかけて乾かすと制服のカッターはシワシワになってしまった。慌ててアイロンを探しているうちに部屋はゴチャゴチャになってしまった。\n'],['「はぁ？？！！私はせっかく善意で言ってあげているのにもう知らない！翔太こんな奴ボコボコにしてあげて！」\n'],"['そんなみじめな背中を見て美波はニヤニヤと笑っていた。\n', '少し離れたところで美波と金髪ギャルは追いつめられる達也を見てニヤニヤしている。\n']",['俺はウキウキ気分のまま自分の部屋にある荷物をまとめる。\n']
