ぴーすか,はっきり,がっこう,げたつい,うとする,うところ,するから,ばっくに,だったら,からさら,おたくだ,べたとこ,ぱーかっ,だったか,かっぷる,さんから,すること,くいこう,くつもり,もわから,はっぴー,しとこう,めちゃくちゃ,からこそ,するくら,かったら,わなかっ,ことにちゃ,かったか,さんだっ,うしたら,いそうだ
1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1
