ケラケラ,ガバガバ,ギリギリ,ポツポツ,ニヤニヤ
['\u3000ケラケラと笑う詩織の見た目は非常に派手だ。\n'],['［＃中見出し］ep3・ガバガバストーカー対策会議。［＃中見出し終わり］\n'],['\u3000昼休みが終わるギリギリに戻ってくると教室内はまだ喧騒に包まれていた。\n'],['\u3000以降、ポツポツと会話をしながらマヤちゃんを自宅であるマンションまで送り、手を離す。\n'],['\u3000場所もわきまえずニヤニヤとする姿ははっきりいって異様。\n']
