きらきら,こんこん,じろじろ,じめじめ,いらいら,ぞろぞろ,うじうじ,そわそわ,ごてごて,そろそろ,がらがら,ころころ,うきうき,おいおい
['なんか脳内ふぃるたー越しにきらきらが視える。\n'],"['こんこん、がちゃ\n', 'こんこん、がちゃ。\n']",['「むふふ、そんなにじろじろ見て、わたしの私服姿がそんなに良かったのかな〜？」\n'],['「まぁ、まだ暑くはないけど。でもそろそろじめじめーっとしてくる時期だよね。わたし蒸し暑いの苦手なんだよねー」\n'],['それとこいつの口調はいらいら効果を引き上げている。\n'],['ぞろぞろとほとんどの生徒たちが自分のくらすのてんと下から移動し始めた。\n'],['「そううじうじするなって。たしかに超絶望級の伸び代ではあるが、努力するのに越したことはねぇ。だろ？」\n'],['なるほど、俺と目が合ってからそわそわしていたのはそういうことか。\n'],"['それはごてごての少女漫画だった。\n', 'ごてごてすぎると有名な作品で、俺も少し読んだことある。\n']","['「まぁ、まだ暑くはないけど。でもそろそろじめじめーっとしてくる時期だよね。わたし蒸し暑いの苦手なんだよねー」\n', 'そろそろ行かないと不味いから早く切り上げたい。\n', '「すいません、そろそろ行かないとなんで」\n', '「そろそろ電車来るので今度こそおさらばです」\n', '「まぁね。でもそろそろ怜もここに来るはずだよ」\n', '「3年前のあれは引き分けだったし、そろそろ決着つけてもいいんじゃないかな？」\n', '「そろそろ真面目に応援しないとな」\n']",['それにしても、がらがらのてんとは妙に寂しいものだ。\n'],['話題がころころ変わるなほんと。\n'],['そんなどこかうきうきしている未亜の背中を見た由紀子はどこかちからの抜けた笑顔で呟いた。\n'],['おいおい、日本語大丈夫？\n']
