ペットボ,マジグッ,ハッキリ,コンピュー,ヘナチョコ,ジタバタ,コントロ,ズタボロ,マジスカ,ランカラ,サングラ,カリフラ,プリザー,スッキリ,スカウト,グッドサ,ハッピー,ブラウザ,カップル,コンクー,バッチリ,フラワー,ワーバラ,ガタンゴトン,アップスタ,クラスタ,ワイトボ,チュームチ,サンプル,スクラン,スーパー,ノコギリ,ザワグチ,バックス,ランクイ,スクトッ,スタチュー,プリクラ,ガッカリ,ガチャガチ,トロベリ,ハラワタ,ゴキブリ,サンドバ,ランドキ,コンサー,ビシバシ,シナプス,ウズキー,ムズアップ,ブリザー
5,1,4,24,1,1,3,1,1,1,10,2,8,2,1,3,9,1,24,1,3,10,2,1,1,1,3,1,1,2,10,2,7,1,2,1,1,2,2,5,1,1,7,3,1,1,1,1,1,5,1
