ペットボ,ハッキリ,マザコン,ヒーメー,ブランドシ,サングラ,スッキリ,カップル,キーボー,バッチリ,ヒーカッ,スーパー,ランコロン,カチャカチ,ガッカリ,サッパリ,スットコ,ドタバタ
1,12,1,1,1,5,7,12,1,1,5,1,1,1,4,1,1,1
