コントロ,ハッピー,カップル,バッチリ,ブラコン,ドキワク,スッカリ,パーカッ,カラフル,チョコクッ,サッパリ,ケットボ,サンドバ,ガクブル,ビシバシ,ムズアップ,ブリザー
1,2,16,2,1,1,1,1,2,1,1,2,2,1,3,1,5
