キーワー,サングラ,ガッチリ,ヘッドロ,スカウト,サクラン,ボクサー,カップル,ワーアップ,フラワー,サンオイ,スクラン,フカメラ,バックタ,カラフル,コンダク,クスカリ,ピースタ,ケットボ,ゴキブリ,コンパク,ムズアップ
1,1,1,2,1,2,1,10,1,3,9,1,1,1,2,1,1,2,2,1,1,1
