かったた,くだから,たかつか,ぶらじゃー,はっきり,はただぼ,からがち,じめらん,ちらから,うとする,すらつか,じたとこ,じとしな,ずかしく,しながら,もこちら,うところ,こそこり,するから,さっそく,からもわ,けたこと,にこちら,だったら,しなくちゃ,くらいじ,ことすら,がみこん,するとー,きくぼー,ことだっ,いらしく,ぶるから,きーぱー,だったた,だったか,たっぷり,すっかり,こうから,もわかっ,もそうだ,ぶつけた,さんのこ,がみだっ,めたとこ,のこのし,ぶちこん,すること,つけてく,ずっとぼ,じたこと,うしてく,しなかっ,ことかぱ,らんくい,もりもこ,かったっ,からかっ,にたくさ,からさっ,すくめた,からこそ,かったら,はたくさ,わなかっ,さっぱり,かったか,さらだだ,けっこう,ぐっとく,からこう,でぶつけ,ことしな,ざーさら
2,1,1,1,3,1,1,1,1,3,1,1,1,2,5,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,2,1,1,3,1,2,1,2,1,3,1,1,1,1,15,1,1,2,1,4,1,1,1,2,1,1,2,1,2,4,2,3,1,5,1,1,1,1,1,1,3
