うしてか,こしたか,はっきり,どきする,うとする,しながら,だったら,かりがっ,どかしく,いらしく,だったか,うとだっ,もそうだ,かりだっ,すること,たらしく,ぶーめら,からずっ,にここと,ひたすら,にたくさ,ころから,とっぷら,からこそ,わなかっ,さっぱり,ふらしく,ちらもや,ばっちり,うしたら,かってく
1,1,2,1,2,2,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
