シャキシャキ
['\u3000食券購入ボタンの下には、『シャキシャキっと暑い時の新定番メニュー！』なんて銘打たれていた。値段は普通のカレーとほとんど変わらないし、お得な気もする。シーザーサラダといえば上にチーズソースがかかっていて緑野菜の他にベーコンとかクルトンというパンの豆粒みたいなものが入っている定番サラダだが、それとカレーがどう融合するのかはちょっと興味がわいた。\n']
