フッハッ,ペットボ,ペッパー,ハッキリ,スクワー,スタグラ,ジタバタ,ブランドシ,バックダ,ノーブラ,ブラザー,ランカラ,キーワー,サングラ,ガッチリ,スイリュー,カップル,ダダダッ,キューバリ,バッチリ,グースカ,グラサン,ホクポテ,サクジュワ,スーパー,ランコロン,ブラボー,カラフル,カチコチ,グチャグチ,ブストー,ブツクサ,ガチャガチ,ブラジャー,コンパク,ピラコン,トップス,ガクブル,ドタバタ,コンサラ
3,1,1,1,2,5,4,1,1,1,2,6,1,24,1,5,13,1,6,1,1,18,1,1,14,1,1,1,1,2,1,3,3,3,1,1,2,2,1,1
