ペットボ,ジタバタ,タラコウ,ブルドー,キーワー,サングラ,スカウト,ガタゴト,ブランケッ,ブラウザ,カップル,グラサン,クッキー,スーパー,プルトッ,フルカラ,ガッカリ,ジーゲー,コンパク,カタンカタ
4,2,1,1,4,3,2,2,1,2,2,1,1,12,2,1,1,1,1,1
