ぐしゃだっ,けたから,ぶちのめ,しないじ,からめちゃ,びくしゃっ,ぐちゃぐち,ぽっかり,はっきり,むしゃくしゃ,もそぞろ,うとする,にこびり,よろしく,ずかしく,すっきり,しながら,うざかっ,ちらこそ,がぶつか,もそこそ,うところ,するから,だったじ,じめだっ,けたこと,がらもそ,だったら,ことすら,ことだっ,こそする,からどろ,いじめら,へっどろ,さんのそ,のそうる,きーぱー,ころだっ,きりだっ,めーのこ,ぷすすた,だったか,いらする,かきむし,かさすら,すっかり,はきつい,すっぽか,かっぷる,するなよ,うとだっ,もそうだ,さんのこ,さんもそ,すること,わいだっ,ばっかり,みしめた,くつもり,しなかっ,とっくに,ついさっ,がりのさ,さんがや,だらしな,ぶつかっ,はっぴー,ひたすら,ぽっぷす,とこちら,からこそ,かったら,かってか,わなかっ,かったか,つかこう,げたがら,からげー,ばっちり,さんどば,よろめき,うしたら,かってく
1,1,1,1,1,1,2,1,8,1,1,1,1,2,1,1,6,1,1,1,1,1,2,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,3,1,1,1,1,2,1,1,2,2,1,8,1,1,1,1,4,1,1,1,4,1,1,1,9,2,1,2,1,1,3,8,2,1,1,1,1,1,2,1
