ペットボ,ジャークッ,カラコン,バタフラ,ガランガラ,コントロ,バッグチャ,カップラ,ランカラ,サングラ,ハッピー,ノーボー,ブランケッ,カップル,クスクッ,ダダダッ,キーボー,フラワー,ブラコン,ワーバラ,クッキー,グスクー,タッキー,ワイトボ,スーパー,オートロ,カラフル,パーバッ,ガチムチ,ブーメラ,ピースタ,トップス,プルジュー,クスプリ,コンプリ,コンサー
2,1,1,1,1,3,3,1,1,2,2,2,1,4,2,2,1,1,1,4,40,1,1,4,4,1,3,1,3,2,2,5,1,1,7,1
